date,RSS01_DOSE_Numero1_cumu,RSS02_DOSE_Numero1_cumu,RSS03_DOSE_Numero1_cumu,RSS04_DOSE_Numero1_cumu,RSS05_DOSE_Numero1_cumu,RSS06_DOSE_Numero1_cumu,RSS07_DOSE_Numero1_cumu,RSS08_DOSE_Numero1_cumu,RSS09_DOSE_Numero1_cumu,RSS10_DOSE_Numero1_cumu,RSS11_DOSE_Numero1_cumu,RSS12_DOSE_Numero1_cumu,RSS13_DOSE_Numero1_cumu,RSS14_DOSE_Numero1_cumu,RSS15_DOSE_Numero1_cumu,RSS16_DOSE_Numero1_cumu,RSS17_DOSE_Numero1_cumu,RSS18_DOSE_Numero1_cumu,RSSND_DOSE_Numero1_cumu,RSS99_DOSE_Numero1_cumu,RSSHQ_DOSE_Numero1_cumu,RSSAL_DOSE_Numero1_cumu,RSS01_DOSE_Numero1_jour,RSS02_DOSE_Numero1_jour,RSS03_DOSE_Numero1_jour,RSS04_DOSE_Numero1_jour,RSS05_DOSE_Numero1_jour,RSS06_DOSE_Numero1_jour,RSS07_DOSE_Numero1_jour,RSS08_DOSE_Numero1_jour,RSS09_DOSE_Numero1_jour,RSS10_DOSE_Numero1_jour,RSS11_DOSE_Numero1_jour,RSS12_DOSE_Numero1_jour,RSS13_DOSE_Numero1_jour,RSS14_DOSE_Numero1_jour,RSS15_DOSE_Numero1_jour,RSS16_DOSE_Numero1_jour,RSS17_DOSE_Numero1_jour,RSS18_DOSE_Numero1_jour,RSSND_DOSE_Numero1_jour,RSS99_DOSE_Numero1_jour,RSSHQ_DOSE_Numero1_jour,RSSAL_DOSE_Numero1_jour,RSS01_DOSE_Numero2_cumu,RSS02_DOSE_Numero2_cumu,RSS03_DOSE_Numero2_cumu,RSS04_DOSE_Numero2_cumu,RSS05_DOSE_Numero2_cumu,RSS06_DOSE_Numero2_cumu,RSS07_DOSE_Numero2_cumu,RSS08_DOSE_Numero2_cumu,RSS09_DOSE_Numero2_cumu,RSS10_DOSE_Numero2_cumu,RSS11_DOSE_Numero2_cumu,RSS12_DOSE_Numero2_cumu,RSS13_DOSE_Numero2_cumu,RSS14_DOSE_Numero2_cumu,RSS15_DOSE_Numero2_cumu,RSS16_DOSE_Numero2_cumu,RSS17_DOSE_Numero2_cumu,RSS18_DOSE_Numero2_cumu,RSSND_DOSE_Numero2_cumu,RSS99_DOSE_Numero2_cumu,RSSHQ_DOSE_Numero2_cumu,RSSAL_DOSE_Numero2_cumu,RSS01_DOSE_Numero2_jour,RSS02_DOSE_Numero2_jour,RSS03_DOSE_Numero2_jour,RSS04_DOSE_Numero2_jour,RSS05_DOSE_Numero2_jour,RSS06_DOSE_Numero2_jour,RSS07_DOSE_Numero2_jour,RSS08_DOSE_Numero2_jour,RSS09_DOSE_Numero2_jour,RSS10_DOSE_Numero2_jour,RSS11_DOSE_Numero2_jour,RSS12_DOSE_Numero2_jour,RSS13_DOSE_Numero2_jour,RSS14_DOSE_Numero2_jour,RSS15_DOSE_Numero2_jour,RSS16_DOSE_Numero2_jour,RSS17_DOSE_Numero2_jour,RSS18_DOSE_Numero2_jour,RSSND_DOSE_Numero2_jour,RSS99_DOSE_Numero2_jour,RSSHQ_DOSE_Numero2_jour,RSSAL_DOSE_Numero2_jour,RSS01_DOSES_Total_cumu,RSS02_DOSES_Total_cumu,RSS03_DOSES_Total_cumu,RSS04_DOSES_Total_cumu,RSS05_DOSES_Total_cumu,RSS06_DOSES_Total_cumu,RSS07_DOSES_Total_cumu,RSS08_DOSES_Total_cumu,RSS09_DOSES_Total_cumu,RSS10_DOSES_Total_cumu,RSS11_DOSES_Total_cumu,RSS12_DOSES_Total_cumu,RSS13_DOSES_Total_cumu,RSS14_DOSES_Total_cumu,RSS15_DOSES_Total_cumu,RSS16_DOSES_Total_cumu,RSS17_DOSES_Total_cumu,RSS18_DOSES_Total_cumu,RSSND_DOSES_Total_cumu,RSS99_DOSES_Total_cumu,RSSHQ_DOSES_Total_cumu,RSSAL_DOSES_Total_cumu,RSS01_DOSES_Total_jour,RSS02_DOSES_Total_jour,RSS03_DOSES_Total_jour,RSS04_DOSES_Total_jour,RSS05_DOSES_Total_jour,RSS06_DOSES_Total_jour,RSS07_DOSES_Total_jour,RSS08_DOSES_Total_jour,RSS09_DOSES_Total_jour,RSS10_DOSES_Total_jour,RSS11_DOSES_Total_jour,RSS12_DOSES_Total_jour,RSS13_DOSES_Total_jour,RSS14_DOSES_Total_jour,RSS15_DOSES_Total_jour,RSS16_DOSES_Total_jour,RSS17_DOSES_Total_jour,RSS18_DOSES_Total_jour,RSSND_DOSES_Total_jour,RSS99_DOSES_Total_jour,RSSHQ_DOSES_Total_jour,RSSAL_DOSES_Total_jour
2020-12-14,0,0,145,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,291,1,292,0,0,145,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,291,1,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,291,1,292,0,0,145,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,291,1,292
2020-12-15,0,0,853,0,0,608,0,0,0,0,0,0,0,0,0,0,0,0,1,1462,8,1470,0,0,708,0,0,462,0,0,0,0,0,0,0,0,0,0,0,0,1,1171,7,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,0,0,608,0,0,0,0,0,0,0,0,0,0,0,0,1,1462,8,1470,0,0,708,0,0,462,0,0,0,0,0,0,0,0,0,0,0,0,1,1171,7,1178
2020-12-16,0,0,1414,0,0,995,1,0,0,0,0,0,0,0,0,0,0,0,2,2412,29,2441,0,0,561,0,0,387,1,0,0,0,0,0,0,0,0,0,0,0,1,950,21,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1414,0,0,995,1,0,0,0,0,0,0,0,0,0,0,0,2,2412,29,2441,0,0,561,0,0,387,1,0,0,0,0,0,0,0,0,0,0,0,1,950,21,971
2020-12-17,0,0,1948,0,0,1362,1,0,0,0,0,0,0,0,0,0,0,0,7,3318,51,3369,0,0,534,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,5,906,22,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948,0,0,1362,1,0,0,0,0,0,0,0,0,0,0,0,7,3318,51,3369,0,0,534,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,5,906,22,928
2020-12-18,0,0,2486,0,0,1550,1,0,0,0,0,0,0,0,0,0,0,0,8,4045,72,4117,0,0,538,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,1,727,21,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2486,0,0,1550,1,0,0,0,0,0,0,0,0,0,0,0,8,4045,72,4117,0,0,538,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,1,727,21,748
2020-12-19,0,0,3092,0,0,1663,1,0,0,0,0,0,0,0,0,0,0,0,9,4765,78,4843,0,0,606,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,1,720,6,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3092,0,0,1663,1,0,0,0,0,0,0,0,0,0,0,0,9,4765,78,4843,0,0,606,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,1,720,6,726
2020-12-20,0,0,3092,0,0,1777,1,0,0,0,0,0,0,0,1,0,0,0,9,4880,86,4966,0,0,0,0,0,114,0,0,0,0,0,0,0,0,1,0,0,0,0,115,8,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3092,0,0,1777,1,0,0,0,0,0,0,0,1,0,0,0,9,4880,86,4966,0,0,0,0,0,114,0,0,0,0,0,0,0,0,1,0,0,0,0,115,8,123
2020-12-21,0,0,3092,0,0,2187,96,0,0,0,0,0,0,0,1,0,0,0,11,5387,110,5497,0,0,0,0,0,410,95,0,0,0,0,0,0,0,0,0,0,0,2,507,24,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3092,0,0,2187,96,0,0,0,0,0,0,0,1,0,0,0,11,5387,110,5497,0,0,0,0,0,410,95,0,0,0,0,0,0,0,0,0,0,0,2,507,24,531
2020-12-22,0,195,3267,399,0,2917,443,0,2,0,0,0,0,131,45,0,0,0,12,7411,149,7560,0,195,175,399,0,730,347,0,2,0,0,0,0,131,44,0,0,0,1,2024,39,2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,3267,399,0,2917,443,0,2,0,0,0,0,131,45,0,0,0,12,7411,149,7560,0,195,175,399,0,730,347,0,2,0,0,0,0,131,44,0,0,0,1,2024,39,2063
2020-12-23,0,529,3307,768,102,3665,679,0,161,0,120,34,176,412,162,1044,0,0,12,11171,192,11363,0,334,40,369,102,748,236,0,159,0,120,34,176,281,117,1044,0,0,0,3760,43,3803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,3307,768,102,3665,679,0,161,0,120,34,176,412,162,1044,0,0,12,11171,192,11363,0,334,40,369,102,748,236,0,159,0,120,34,176,281,117,1044,0,0,0,3760,43,3803
