Date,Cumul des personnes avec des analyses n茅gatives,Cumul de cas confirm茅s,Nouveaux cas,Nombre cumulatif de d茅c猫s,Nouveaux d茅c猫s,Hospitalisations,Soins intensifs,Personnes test茅es,Cas actifs,Tests (Volum茅trie),Hospitalisations (nouvelle m茅thode),,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,,CHSLD,RPA,Domicile,Autres - Inconnu,,Montr茅al et Laval,R茅gions 脿 proximit茅,Autres r茅gions,,Cas Labo,Cas Lien 脡pi,Cas Total,Cumul Labo,Cumul 脡pi,NV CHSLD,NV RPA,NV Dom,NV Autres,Moy mobile D茅c猫s,Inc Hors-SI,Inc SI,Moy. mobile (cas)
08/03/2020,376,4,0,,0,0,,380,4,353,,,0,0,0.1323698573,0,0,0.1936429911,0,0,0,0,1.111135803,0,0,0,0.3189955468,0.4187747906,0,0,,,,,,,0.1594640731,0.1357255412,0.1755498936,,1,0,1,13,1,,,,,,,,2.4
09/03/2020,465,5,1,,0,0,,470,5,68,,,0,0,0.1323698573,0,0,0.2420537388,0,0,0,0,1.111135803,0,0,0,0.3189955468,0.4187747906,0,0,,,,,,,0.1993300914,0.1357255412,0.1755498936,,1,0,1,14,1,,,,,,,,3.1
10/03/2020,570,8,3,,0,0,,578,8,145,,,0,0,0.1323698573,0,0,0.3388752344,0,0,0,0,1.111135803,0,0,0,0.3189955468,0.4187747906,0,0,,,,,,,0.279062128,0.1357255412,0.1755498936,,1,1,2,15,2,,,,,,,,3.4
11/03/2020,798,13,5,,0,0,,811,13,225,,,0,0,0.1323698573,0.191445818,0.2027727141,0.4841074777,0,0,0,0,1.111135803,0.2323911422,0,0,0.4784933202,0.6281621859,0,0,,,,,,,0.3986601829,0.2714510825,0.2852685771,,10,0,10,25,2,,,,,,,,6.1
12/03/2020,1079,17,4,,0,0,,1096,17,377,,,0,0,0.1323698573,0.191445818,0.4055454282,0.629339721,0,0,0,0,1.111135803,0.2323911422,0,0,0.6379910936,0.6979579843,0,0,,,,,,,0.5182582377,0.3393138531,0.3291560505,,6,0,6,31,2,,,,,,,,7.9
13/03/2020,1399,24,7,,0,0,,1423,24,287,,,0,0,0.1323698573,0.191445818,0.4055454282,0.7261612165,0,0,0,0,1.111135803,0.2323911422,0,0.1922736747,0.6379910936,0.7677537828,0,0,,,,,,,0.5979902743,0.4750393943,0.3291560505,,4,0,4,35,2,,,,,,,,10.1
14/03/2020,2270,39,15,,0,0,,2309,39,695,,,0,0,0.3971095718,0.7657832718,0.6083181423,0.9682149553,0,0,0,7.375719133,1.111135803,0.2323911422,0,0.1922736747,1.116484414,1.046936976,0,0,,,,,,,0.7973203657,0.6107649356,0.5924808908,,19,0,19,54,2,,,,,,,,16.1
15/03/2020,3079,50,11,0,0,2,0,3129,50,811,,,0.5074236074,0,0.7942191436,0.7657832718,0.6083181423,1.258679442,0,0,0,7.375719133,1.111135803,0.6971734265,0,0.3845473493,1.116484414,1.046936976,0,0,,0,0,0,0,,1.036516475,0.6786277062,0.724143311,,13,0,13,67,2,0,0,0,0,,,,20.6
16/03/2020,4778,74,24,0,0,5,0,4852,74,1157,,,0.5074236074,0,0.7942191436,0.7657832718,1.01386357,1.500733181,0,0,0,7.375719133,1.111135803,0.9295645687,0,0.576821024,1.435479961,1.465711767,0,0,,0,0,0,0,,1.235846567,1.153667101,0.8338619945,,17,0,17,84,2,0,0,0,0,,,,30.4
17/03/2020,5213,94,20,0,0,2,4,5307,94,1459,,,0.5074236074,0,1.191328715,0.7657832718,4.663772424,1.839608415,0.4987133196,0,0,7.375719133,1.111135803,2.323911422,0,1.345915723,1.754475508,1.535507566,0,0,,0,1,0,0,,1.514908695,1.628706495,1.470230359,,44,0,44,128,2,0,1,0,0,.,,,48.4
18/03/2020,6331,121,27,1,1,3,4,6452,119,2246,,,1.522270822,0,1.853178002,0.7657832718,6.083181423,2.130072902,0.9974266393,0.6774333406,0,7.375719133,1.111135803,2.323911422,1.129318231,3.268652469,2.073471054,1.605303364,0,0,,1,2,0,0,,1.953434896,2.443059742,1.865217619,,40,1,41,168,3,1,1,0,0,.,,,72.1
19/03/2020,7666,139,18,1,0,4,6,7805,137,3597,,,1.522270822,0.3601890272,2.250287574,0.9572290898,10.54418113,3.872859821,0.9974266393,0.6774333406,0,7.375719133,1.111135803,2.323911422,2.258636461,3.653199818,2.073471054,1.954282356,0,0,,1,2,0,0,,3.587941646,2.714510825,2.52352972,,74,1,75,242,4,0,0,0,0,.,,,104.4
20/03/2020,9242,181,42,4,3,9,10,9423,176,3990,,,1.522270822,0.7203780544,3.044506717,1.340120726,13.38299913,6.244986462,1.994853279,0.6774333406,0,7.375719133,2.222271606,3.950649417,3.613818338,5.575936565,4.625435429,2.931423534,0,0,,1,3,0,0,,5.780572651,4.886119485,3.467110398,,122,8,130,364,12,0,1,0,0,1.1,,,151.3
21/03/2020,9786,219,38,4,0,11,13,10005,214,3995,,,1.522270822,0.7203780544,5.162424433,2.105903998,15.20795356,10.69877526,2.742923258,0.6774333406,1.110703853,7.375719133,3.333407409,4.647822844,5.646591153,7.498673312,5.582422069,5.095093286,0,0,,1,4,0,0,,9.807040498,6.922002603,4.65207218,,183,2,185,547,14,0,1,0,0,1.3,,,183.6
22/03/2020,11211,628,409,4,0,25,20,11839,623,4434,,,2.02969443,1.440756109,8.471670865,3.637470541,23.31886212,14.95892106,3.241636578,1.354866681,1.110703853,7.375719133,3.333407409,6.274560839,8.808682199,10.38277843,7.815390897,6.630600851,0,0,,1,4,0,0,,13.87337436,9.365062346,6.868389586,,238,1,239,785,15,0,0,0,0,2.1,,,230.6
23/03/2020,12202,1013,385,4,0,36,31,13215,1008,3952,,,2.02969443,2.161134163,12.17802687,6.700603629,32.24086154,21.39755051,3.740349897,2.032300022,1.110703853,7.375719133,10.00022223,8.598472261,15.58459158,14.4205256,9.091373084,9.701615982,0,0,,2,4,2,0,,20.37153534,12.35102425,9.896625251,,339,6,345,1124,21,1,0,2,0,3.3,,,272.9
24/03/2020,26634,1339,326,6,2,43,35,27973,1332,4024,,,3.044541644,3.601890272,14.42831444,7.849278536,35.48522497,28.41710894,3.989706557,2.032300022,2.221407706,7.375719133,10.00022223,10.4576014,21.45704638,16.53553602,10.36735527,11.44651094,0,0,,3,4,3,0,,27.18862447,14.38690737,11.41074308,,260,10,270,1384,31,1,0,1,0,3.7,,,319
25/03/2020,31854,1629,290,8,2,63,43,33483,1619,5394,,,3.044541644,5.042646381,15.88438287,10.33807417,43.1905881,37.51832952,4.737776537,5.419466724,7.774926971,7.375719133,10.00022223,12.78151282,28.68468306,21.15010421,12.12183078,13.2612017,0,0,,7,7,3,1,,35.95914849,17.50859482,13.6928917,,363,7,370,1747,38,4,3,0,1,5.4,,,352.6
26/03/2020,32335,2021,392,18,10,91,50,34356,1974,5299,,,3.551965252,7.203780544,17.3404513,12.44397817,50.28763309,46.42590711,4.987133196,11.51636679,11.10703853,7.375719133,10.00022223,16.73216224,34.55713786,23.84193566,14.9927907,15.63425885,0,5.439216753,,9,9,7,1,,44.33101233,20.35883119,16.30419637,,366,5,371,2113,43,2,2,4,0,6.9,,,400.3
27/03/2020,43589,2498,477,22,4,107,57,46087,2439,6119,,,4.059388859,7.203780544,19.98784845,15.89000289,56.1680418,58.18971882,7.480699795,16.93583351,14.43915009,7.375719133,12.22249383,19.05607366,42.46236547,27.68740915,18.98023504,17.5885412,7.012622721,5.439216753,,11,10,8,1,,55.41376542,23.95555803,18.98133224,,450,3,453,2563,46,2,1,1,0,8.3,,,434
28/03/2020,49364,2840,342,22,0,120,72,52204,2736,5773,,,4.059388859,7.203780544,22.50287574,18.95313598,64.6844958,67.92027912,7.979413114,18.96813354,19.99266935,7.375719133,12.22249383,20.21802937,51.49691131,33.26334572,20.73471054,20.86894373,7.012622721,5.439216753,,20,12,10,1,,65.02147582,27.68801041,21.70235559,,412,8,420,2975,54,9,2,2,0,10.3,,,500.3
29/03/2020,56285,3430,590,25,3,157,78,59715,3288,6856,,,5.581659681,9.364914707,26.07686188,27.7596436,71.57876807,80.60389503,11.47040635,21.00043356,26.65689247,7.375719133,18.88930865,21.61237622,61.43491174,41.53111373,27.27411925,23.03261348,14.02524544,5.439216753,,26,13,13,1,,77.22047742,33.727797,25.60834073,,558,15,573,3533,69,6,1,3,0,11.3,,,547.7
30/03/2020,63378,4162,732,31,6,204,82,67540,3976,7511,,,7.611354111,11.16585984,29.51847817,35.80036796,75.22867693,93.48115394,16.20818289,24.38760026,33.32111559,14.75143827,23.33385186,26.26019907,71.37291217,49.22206071,32.69704355,26.17342441,14.02524544,16.31765026,,34,14,17,1,,89.57894309,39.69972081,29.62404454,,537,44,581,4070,113,8,1,4,0,13.4,,,620.4
31/03/2020,65205,4611,449,33,2,225,82,69711,4347,7569,,,9.133624933,16.56869525,33.35720403,42.50097159,81.92017649,109.5535222,18.20303617,27.77476696,38.87463486,14.75143827,24.44498767,29.97845734,91.47477668,59.41256547,38.75795894,31.1987219,14.02524544,16.31765026,,46,14,19,3,,106.3625368,47.30035112,34.03473562,,684,50,734,4754,163,12,0,2,2,17.9,,,667
01/04/2020,69146,5518,907,36,3,269,96,74542,5258,6493,,,9.64104854,18.36964039,38.51962846,56.66796212,90.23385777,124.3188003,20.69660276,32.51680035,45.53885797,14.75143827,44.44543212,30.67563077,104.8007318,64.02713366,43.70238991,36.71258998,14.02524544,16.31765026,,59,15,20,3,,120.8737674,52.66151,39.71816342,,646,56,702,5400,219,13,1,1,0,22.6,,,722.7
02/04/2020,77618,6101,583,61,25,334,107,83570,5734,7182,,,13.7004374,21.61134163,41.03465575,67.58037374,96.31703919,144.1672068,21.94338606,41.32343377,55.53519265,14.75143827,48.88997533,31.14041305,128.5164146,73.44854372,52.63426523,43.62237402,42.07573633,16.31765026,,75,18,23,4,,141.4047669,62.84092559,44.41412308,,806,74,880,6206,293,16,3,3,1,27.9,,,732.4
03/04/2020,83454,6997,896,75,14,348,130,90227,6485,7743,,,13.7004374,24.49285385,44.34390218,78.875677,103.8196296,161.1593793,23.43952602,53.5172339,58.86730421,14.75143827,51.11224694,33.23193333,141.3906425,82.86995378,59.81166503,51.29991185,42.07573633,16.31765026,,97,25,28,5,,157.6701023,73.2239295,49.19785768,,695,84,779,6901,377,22,7,5,1,33.3,,,775.6
04/04/2020,88308,7944,947,94,19,371,154,95955,7386,4990,,,14.71528461,31.69663439,46.06471033,90.74531771,111.5249928,177.6674443,30.67086916,56.22696727,68.86363889,14.75143827,64.44587658,35.55584475,152.9096884,91.32999546,66.51057151,60.37336564,56.10098177,21.75686701,,127,35,31,8,,173.2975815,81.91036414,55.56154132,,697,113,810,7598,490,30,10,3,3,38.7,,,784.1
05/04/2020,91965,8580,636,121,27,369,164,100113,7848,3978,,,14.71528461,37.0994698,47.52077876,97.82881298,114.161038,190.3026495,33.16443576,65.71103403,79.97067742,14.75143827,72.2238272,36.48540932,182.4978261,98.05957408,69.22203366,65.67784633,56.10098177,21.75686701,,160,43,35,10,,188.9250607,88.22160181,58.98476424,,555,86,641,8153,576,33,8,4,2,45.3,,,782.7
06/04/2020,95681,9340,760,150,29,419,164,104526,8470,4805,,,15.73013183,39.98098202,50.43291562,109.3155621,117.6081742,212.4747719,34.41121905,71.8079341,83.30278898,14.75143827,78.89064201,41.59801445,201.9220996,113.8260154,72.89048245,71.1219186,63.11360449,27.19608376,,201,49,38,11,,210.6121746,96.84017367,63.63683642,,793,90,883,8946,666,41,6,3,1,51.4,79,19,764.3
07/04/2020,99780,10031,691,175,25,451,181,109270,9029,5394,,,16.74497904,44.30325035,52.81557305,114.676045,123.0830375,232.9525183,34.90993237,74.51766746,87.74560439,14.75143827,88.89086424,46.01344615,217.2808276,125.5547096,78.15390897,76.91496987,63.11360449,27.19608376,,245,55,41,12,,230.1863896,105.1194317,67.58670903,,717,77,794,9663,743,44,6,3,1,56,98,19,744.3
08/04/2020,103074,10912,881,216,41,483,196,113365,9584,4968,,,16.74497904,45.38381743,54.66875105,121.5680944,127.1384917,251.2033702,36.40607233,84.67916757,93.29912365,14.75143827,92.22427165,47.64018415,231.2843736,136.7065827,84.05532659,80.334964,63.11360449,27.19608376,,291,62,49,12,,247.6875716,112.6521992,70.70271964,,604,88,692,10267,831,46,7,8,0,59.4,88,25,724.3
09/04/2020,107266,11677,765,241,25,547,186,118217,10095,5508,,,17.25240265,50.78665284,56.52192905,126.7371315,131.8022642,268.2439534,38.15156895,88.06633427,102.1847545,36.87859566,97.77995067,51.12605128,253.4190109,145.1666244,89.47825088,87.24474804,70.12622721,27.19608376,,340,67,58,15,,265.6272798,121.0671828,74.58676104,,650,101,751,10917,932,49,5,9,3,65.9,93,26,746.4
10/04/2020,111651,12292,615,289,48,612,146,123115,10440,5267,,,17.25240265,52.22740894,57.97799748,136.3094224,138.8993092,283.1060529,40.64513555,89.42120095,104.4061622,36.87859566,103.3356297,53.91474499,266.7449661,153.4343924,92.50870858,92.82841192,70.12622721,27.19608376,,389,79,63,16,,280.2182425,127.9213226,78.36108375,,554,85,639,11471,1017,49,12,5,1,71.3,86,22,758.4
11/04/2020,114811,12846,554,328,39,634,156,126771,10773,6923,,,17.25240265,54.74873213,59.30169605,143.9672551,141.7381272,295.7896689,43.13870215,91.45350098,106.6275699,36.87859566,108.8913087,57.63300326,290.4606489,165.7399076,98.25062842,99.45901277,77.13884993,27.19608376,,443,88,65,21,,294.8490712,138.7115031,81.52098183,,590,80,670,12061,1097,54,9,2,5,76.6,81,16,782.9
12/04/2020,118979,13557,711,360,32,664,166,131570,11215,6230,,,17.25240265,58.35062241,65.92018892,150.6678587,145.388036,311.8136264,44.63484211,92.13093432,106.6275699,51.63003393,111.1135803,63.21039067,311.0142407,176.5072333,103.6735527,108.9512414,77.13884993,27.19608376,,514,101,70,24,,311.672531,150.9268019,85.77806675,,713,83,796,12774,1180,71,13,5,3,82.3,88,11,842.4
13/04/2020,124295,14248,691,435,75,730,161,137451,11667,7016,,,17.25240265,61.23213462,67.64099706,159.4743664,145.9963541,338.1490732,45.13355543,92.13093432,107.7382737,51.63003393,112.2247161,65.76669324,338.7954692,190.7354853,111.3294458,115.3724548,84.15147265,27.19608376,,575,116,80,27,,338.2631652,161.6491196,88.89407736,,868,99,967,13642,1279,61,15,10,3,86.6,75,18,873.7
14/04/2020,129498,14860,612,487,52,737,190,143174,11882,7174,,,17.25240265,66.63497003,70.15602435,164.2605118,152.0795356,360.9021246,47.37776537,92.80836766,111.0703853,51.63003393,116.6692593,66.92864895,365.2215158,211.5010421,114.8383969,124.9344792,84.15147265,27.19608376,,638,133,89,29,,361.6645179,175.2216737,92.8000625,,834,131,965,14476,1410,63,17,9,2,88.9,116,13,929.4
15/04/2020,134011,15857,997,609,122,788,187,148571,12407,6562,,,17.25240265,72.75818349,73.46527078,169.2381031,154.3100354,390.8199667,47.87647868,93.485801,116.6239046,51.63003393,116.6692593,67.39343123,398.875199,226.8829361,121.5373033,134.007933,91.16409537,27.19608376,,708,148,102,32,,392.2417539,188.2513257,96.091623,,871,238,1109,15347,1648,70,15,13,3,92.4,115,19,928.7
16/04/2020,138322,16798,941,688,79,822,196,153722,13042,6707,,,17.25240265,75.27950669,75.71555836,174.2156943,156.5405353,414.8801084,50.37004528,95.51810102,118.8453123,51.63003393,121.1138025,70.41451608,423.7202001,245.7257562,125.6842454,144.1981196,91.16409537,27.19608376,,784,162,107,33,,416.440427,202.7060958,99.38318351,,851,119,970,16198,1767,76,14,5,1,97.1,98,20,932.7
17/04/2020,142715,17521,723,805,117,879,193,158770,13401,6363,,,17.25240265,78.88139696,77.70110621,181.1077438,158.9738078,442.6194668,51.61682858,96.19553436,121.06672,51.63003393,134.4474322,73.43560093,455.1152469,256.6853557,130.947672,152.5736154,91.16409537,27.19608376,,842,174,115,38,,444.825032,212.6140604,103.1136187,,860,169,1029,17058,1936,58,12,8,5,99.6,116,7,924.9
18/04/2020,146771,18357,836,877,72,917,183,163548,13925,5898,,,17.25240265,82.48328723,80.08376365,183.5965394,159.3793533,458.5950136,52.36489856,96.8729677,121.06672,51.63003393,143.3365186,76.22429463,474.9912478,267.4526814,135.8921029,159.0646246,91.16409537,27.19608376,,917,186,122,39,,461.4890277,222.0469855,105.4835423,,551,114,665,17609,2050,75,12,7,1,102.9,93,24,902.6
19/04/2020,150290,19319,962,939,62,970,198,167801,14533,5379,,,17.25240265,86.0851775,81.27509236,188.9570223,160.5959896,479.6052781,53.3623252,98.22783438,122.1774238,51.63003393,154.4478766,77.1538592,492.8344758,278.4122809,139.401054,170.022565,98.17671809,27.19608376,,1016,204,128,41,,481.9402951,234.1944214,108.3801156,,727,97,824,18336,2147,99,18,6,2,105.4,86,18,871.6
20/04/2020,153283,20126,807,1041,102,1022,201,171520,15037,6336,,,17.25240265,88.60650069,83.39301008,196.0405176,161.4070804,503.03608,54.11039518,98.90526772,123.2881277,51.63003393,155.5590124,79.01298834,517.4536133,292.8328065,145.6214671,178.8866314,98.17671809,27.19608376,,1103,216,132,44,,505.5808439,246.8847595,111.2766888,,753,159,912,19089,2306,87,12,4,3,108.4,96,18,862.6
21/04/2020,157087,20965,839,1134,93,1077,199,176048,15540,5963,,,17.25240265,90.0472568,85.11381822,199.869434,162.2181713,525.4018455,55.60653514,98.90526772,124.3988315,51.63003393,165.5592346,80.17494405,537.3296141,306.2919637,152.4798714,184.7494785,98.17671809,27.19608376,,1196,230,136,47,,527.507154,257.1320379,113.6466124,,693,116,809,19782,2422,93,14,4,3,112.7,141,20,838.7
22/04/2020,161148,21838,873,1243,109,1203,207,180833,16111,8598,,,17.25240265,92.92876902,87.76121537,205.9957001,163.6375803,551.4468278,57.1026751,99.58270106,124.3988315,51.63003393,166.6703705,81.10450862,555.3987058,318.7897526,156.6268135,191.9384457,98.17671809,27.19608376,,1281,246,150,51,,552.1443533,266.564963,116.5870731,,748,144,892,20530,2566,85,16,14,4,116.3,109,22,851.9
23/04/2020,165302,22616,778,1340,97,1233,227,185632,16552,6600,,,17.25240265,94.0093361,90.93809194,211.9305205,163.840353,576.9592919,59.34688504,100.9375677,125.5095354,51.63003393,171.1149137,82.49885547,575.5005703,334.5561939,165.8776843,196.8241516,98.17671809,27.19608376,,1368,261,157,59,,576.7018205,278.5766734,119.0886591,,753,154,907,21283,2720,87,15,7,8,114.7,89,19,822
24/04/2020,170211,23267,651,1446,106,1297,208,190765,16764,7630,,,17.25240265,95.08990318,92.52653023,215.567991,164.8542166,601.0678443,60.09495502,100.9375677,125.5095354,51.63003393,175.5594569,83.42842004,592.8920711,352.4376456,172.2575953,204.0131188,98.17671809,27.19608376,,1454,274,168,62,,599.624781,291.2670115,121.261089,,727,135,862,22010,2855,86,13,11,3,115.7,102,17,822.1
25/04/2020,174405,24107,840,1515,69,1312,204,195577,17250,6339,,,17.25240265,96.53065929,98.74791352,220.7370281,166.2736256,616.1719976,62.08980829,100.9375677,125.5095354,51.63003393,183.3374075,85.05515804,626.9974816,366.6658976,175.9260441,209.9457617,112.2019635,43.51373402,,1541,296,178,63,,618.0827475,300.6320738,124.6843119,,663,94,757,22673,2949,87,22,10,1,118.4,68,19,838.6
26/04/2020,178388,24982,875,1599,84,1328,210,200172,17866,7013,,,17.75982626,97.25103734,102.05716,224.7573903,166.679171,629.8722392,64.33401823,100.9375677,125.5095354,51.63003393,185.5596791,85.51994032,645.7441642,376.8564023,181.1894706,216.7159541,112.2019635,48.95295078,,1628,310,189,65,,632.6737102,310.2685873,127.010348,,525,90,615,23198,3039,87,14,11,2,123,101,15,839.6
27/04/2020,182048,25757,775,1682,83,1402,217,204472,18234,6413,,,17.75982626,97.61122637,105.1016667,231.0751023,167.4902618,652.2380047,66.07951485,100.9375677,125.5095354,51.63003393,185.5596791,87.37906946,668.7822562,398.0065065,190.2808437,224.044513,112.2019635,48.95295078,,1711,328,194,72,,655.1581445,324.248318,130.1263586,,787,126,913,23985,3165,83,18,5,7,124.1,99,17,853.9
28/04/2020,185863,26594,837,1761,79,1423,222,208979,18785,7118,,,17.75982626,98.33160443,108.543283,236.627031,168.5041254,675.2331099,66.57822817,100.9375677,125.5095354,51.63003393,186.6708149,88.77341631,696.337621,413.5806742,198.4152301,232.699192,112.2019635,48.95295078,,1806,348,205,79,,678.9581574,337.4815583,133.0229319,,796,128,924,24781,3293,95,20,11,7,126.3,105,17,882.4
29/04/2020,190101,27538,944,1859,98,1464,213,214047,19380,8801,,,17.75982626,100.4927386,112.1172691,242.5618514,170.1263071,700.3582879,69.32115143,100.9375677,125.5095354,51.63003393,187.7819507,89.2381986,716.8912128,424.1557263,204.9546388,240.1673424,112.2019635,48.95295078,,1905,375,222,87,,703.2764286,348.0002877,135.9633926,,777,122,899,25558,3415,99,27,17,8,125.4,100,15,903
30/04/2020,194468,28648,1110,2022,163,1491,218,219367,19926,8613,,,17.75982626,101.2131166,115.955995,247.7308884,171.1401707,729.0658614,71.56536137,100.9375677,125.5095354,51.63003393,188.8930865,91.09732773,737.6706682,438.7685256,212.2915364,248.4730424,112.2019635,48.95295078,,1986,395,237,96,,730.5846511,360.6227631,138.9477408,,892,115,1007,26450,3530,81,20,15,9,123.4,107,11,928.9
01/05/2020,199037,29656,1008,2136,114,1509,222,224831,20555,9672,,,17.75982626,103.3742508,119.3976113,251.368359,172.9651251,759.0321142,72.81214467,100.9375677,125.5095354,51.63003393,188.8930865,91.56211002,757.7725327,457.2267983,221.5424073,257.7558836,112.2019635,48.95295078,,2076,419,245,102,,758.8097921,375.2811215,141.9759764,,941,121,1062,27391,3651,90,24,8,6,123.6,106,19,922.3
02/05/2020,202940,31865,2209,2205,69,1532,216,230864,22402,7809,,,17.75982626,104.0946289,122.1773783,256.5373961,173.776216,784.3509353,74.80699795,100.9375677,125.5095354,59.00575306,188.8930865,92.25928345,770.1950333,468.1863978,229.0388026,268.364845,112.2019635,54.39216753,,2154,444,250,108,,781.8523506,386.8856553,145.3114244,,810,91,901,28201,3742,78,25,5,6,118.1,77,15,918.1
03/05/2020,206551,32623,758,2280,75,1548,217,235136,22765,7955,,,17.75982626,106.6159521,125.7513644,262.6636622,174.5873068,801.1494648,75.55506792,100.9375677,125.5095354,59.00575306,188.8930865,93.6536303,792.7813979,484.1451128,238.4491712,277.2987072,112.2019635,54.39216753,,2219,463,258,116,,799.6724608,400.6617977,148.51521,,715,81,796,28916,3823,65,19,8,8,109.7,91,21,937.9
04/05/2020,209946,33417,794,2398,118,1599,218,239241,23096,6937,,,17.75982626,106.9761411,128.001652,268.7899284,175.8039431,821.3851574,77.5499212,101.6150011,125.5095354,59.00575306,190.0042223,94.81558601,814.4643079,498.3733647,249.4545176,287.0003232,112.2019635,54.39216753,,2297,482,270,121,,820.1635942,414.6415285,151.7409393,,755,112,867,29671,3935,78,19,12,5,106,86,15,915.9
05/05/2020,220604,34327,910,2510,112,1621,213,250654,23533,9117,,,17.75982626,107.3363301,131.3108984,273.7675197,177.4261248,844.1866196,78.29799118,102.2924344,125.5095354,59.00575306,190.0042223,95.04797715,834.1144451,513.9475324,260.1408684,295.6550022,112.2019635,54.39216753,,2357,506,278,124,,842.4088324,428.2819454,154.7252875,,764,131,895,30435,4066,60,24,8,3,100.3,90,17,875.4
06/05/2020,228905,35238,911,2631,121,1605,222,259794,23934,9452,,,17.75982626,107.3363301,134.7525147,282.9569189,178.2372157,871.6839243,79.79413114,104.3247344,125.5095354,59.00575306,190.0042223,96.442324,867.993992,524.7148581,270.0297304,303.1929484,112.2019635,54.39216753,,2416,528,281,132,,871.0326335,438.461361,158.433779,,910,127,1037,31345,4193,59,22,3,8,97.9,89,11,855.1
07/05/2020,234769,36150,912,2725,94,1616,206,266444,24497,10033,,,17.75982626,107.6965191,138.194131,291.1890891,179.2510793,892.4037243,81.53962776,104.3247344,125.5095354,59.00575306,191.1153581,97.60427972,888.3217202,537.4049207,278.1641168,312.2664022,112.2019635,54.39216753,,2472,554,292,138,,891.683231,450.4052086,161.9228331,,753,100,853,32098,4293,56,26,11,6,96.9,93,12,834.9
08/05/2020,244384,36986,836,2786,61,1623,203,276787,24932,10831,,,18.26724987,108.7770862,142.827076,295.9752346,179.8593974,913.3171674,83.03576772,105.6796011,125.5095354,59.00575306,191.1153581,98.53384428,908.197721,544.1344993,288.2124766,317.9896577,112.2019635,54.39216753,,2540,568,297,139,,912.4135605,459.7024082,164.599969,,690,89,779,32788,4382,68,14,5,1,93.7,67,21,815.3
09/05/2020,245302,37721,735,2928,142,1627,198,278389,25267,9042,,,18.77467347,108.7770862,146.0039526,300.9528258,181.4815791,928.4697314,84.28255102,105.6796011,125.5095354,59.00575306,191.1153581,98.76623543,932.8168585,557.7859302,299.6963162,326.9933157,112.2019635,54.39216753,,2596,592,308,145,,929.2370202,473.1392368,167.6501484,,680,79,759,33468,4461,56,24,11,6,92.1,68,12,801.1
10/05/2020,250528,38469,748,3013,85,1640,192,284239,25753,8995,,,18.77467347,109.1372752,148.9160894,305.1646338,181.4815791,943.0897772,85.27997766,105.6796011,125.5095354,59.00575306,191.1153581,99.92819114,954.0480412,567.5918876,307.5117071,334.2520787,112.2019635,54.39216753,,2660,609,314,151,,945.0239635,481.5542203,170.5906091,,598,56,654,34066,4517,64,17,6,6,87.6,67,15,764.6
11/05/2020,256518,39225,756,3131,118,1650,184,290888,26038,8981,,,19.28209708,109.8576533,151.0340071,309.3764418,182.29267,960.9049324,87.77354426,106.3570345,126.6202392,59.00575306,191.1153581,100.6253646,967.59986,583.1660552,317.5600669,341.0920669,112.2019635,54.39216753,,2719,627,323,157,,962.0866193,493.2266169,173.4432949,,625,105,730,34691,4622,59,18,9,6,85.6,81,11,743.1
12/05/2020,261569,39931,706,3220,89,1672,194,296528,26241,11302,,,20.2969443,110.2178423,153.4166646,313.0139124,182.6982154,981.4795002,89.26968421,107.0344678,126.6202392,59.00575306,192.2264939,101.0901468,982.9585879,593.7411073,328.724911,349.8165417,112.2019635,54.39216753,,2769,647,330,164,,981.7405663,505.034739,176.2520932,,668,128,796,35359,4750,50,20,7,7,85.7,72,14,744.7
13/05/2020,267311,40724,793,3351,131,1639,190,302929,26544,11363,,,20.2969443,110.9382204,155.5345823,319.714516,183.1037608,1000.504924,90.76582417,107.7119011,126.6202392,59.00575306,193.3376297,102.4844937,1002.156998,606.8157172,338.613773,357.0753048,112.2019635,54.39216753,,2811,658,334,167,,1000.796523,516.7071355,179.1267227,,686,95,781,36045,4845,42,11,4,3,83,69,17,736
14/05/2020,274630,41420,696,3401,50,1627,191,310868,26980,13169,,,21.31179151,111.2984094,157.2553904,324.1177698,183.712079,1017.642329,91.26453749,109.0667678,126.6202392,59.00575306,193.3376297,103.4140583,1017.967453,619.3135061,346.2696661,365.1018216,112.2019635,54.39216753,,2869,677,341,168,,1017.699715,527.1580022,181.847746,,632,71,703,36677,4916,58,19,7,1,79,58,13,747
15/05/2020,282551,42183,763,3483,82,1603,185,319472,27242,12054,,,21.81921512,111.2984094,160.0351574,330.0525902,184.3203971,1034.53768,95.50360071,109.0667678,126.6202392,59.00575306,193.3376297,104.3436228,1042.360727,636.4258631,355.2015414,372.8491552,112.2019635,54.39216753,,2928,694,348,174,,1035.918485,539.5768892,185.1393065,,725,65,790,37402,4981,59,17,7,6,75,76,14,738
16/05/2020,290192,42920,737,3562,79,1580,182,327782,27604,13435,,,21.81921512,112.0187875,162.8149244,334.0729523,184.3203971,1047.656992,98.24652397,109.7442012,126.6202392,59.00575306,193.3376297,107.1323165,1056.816,653.3459465,367.4828699,381.922609,112.2019635,54.39216753,,2981,704,356,181,,1049.273601,554.7781498,188.1894859,,624,74,698,38026,5055,53,10,8,7,72,55,15,714.9
