date,negative_tests_qc,cases_qc,new_cases_qc,deaths_qc,new_deaths_qc,Hospitalisations,icu_qc,Personnes testées,active_cases_qc,Tests (Volumétrie),Hospitalisations (nouvelle méthode),Unnamed: 12,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,Unnamed: 31,CHSLD,RPA,Domicile,Autres - Inconnu,Unnamed: 36,Montréal et Laval,Régions à proximité,Autres régions,Unnamed: 40,Cas Labo,Cas Lien Épi,Cas Total,Cumul Labo,Cumul Épi,NV CHSLD,NV RPA,NV Dom,NV Autres,Moy mobile Décès,Inc Hors-SI,Inc SI,Moy. mobile (cas),Analyses nég (Nouv.),Cas labo (Nouv.),Cas labo (ancien),hospitalisations_all,hospitalisations_qc,new_negative_tests_qc
2020-02-27,91.0,1,,,,0.0,,92,1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,0,0,0,0,0,,,,,,,,,,,0.0,0.0,0.0,
2020-02-28,104.0,1,0.0,,0.0,0.0,,105,1,,,,0.0,0.0,0.1323698573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0219437367,,1,0,1,1,0,,,,,,,,,,,1.0,0.0,0.0,13.0
2020-02-29,138.0,1,0.0,,0.0,0.0,,139,1,,,,0.0,0.0,0.1323698573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0219437367,,0,0,0,1,0,,,,,,,,,,,1.0,0.0,0.0,34.0
2020-03-01,189.0,1,0.0,,0.0,0.0,,190,1,,,,0.0,0.0,0.1323698573,0.0,0.0,0.04841074777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.03986601829,0.0,0.0219437367,,0,1,1,1,1,,,,,,,,1.3,,,1.0,0.0,0.0,51.0
2020-03-02,203.0,1,0.0,,0.0,0.0,,204,1,,,,0.0,0.0,0.1323698573,0.0,0.0,0.1452322433,0.0,0.0,0.0,0.0,1.111135803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.1195980549,0.0,0.0438874734,,3,0,3,4,1,,,,,,,,1.4,,,4.0,0.0,0.0,14.0
2020-03-03,203.0,1,0.0,,0.0,0.0,,204,1,,,,0.0,0.0,0.1323698573,0.0,0.0,0.1452322433,0.0,0.0,0.0,0.0,1.111135803,0.0,0.0,0.0,0.1594977734,0.06979579843,0.0,0.0,,,,,,,0.1195980549,0.0,0.08777494678999999,,2,0,2,6,1,,,,,,,,1.6,,,6.0,0.0,0.0,0.0
2020-03-04,242.0,2,1.0,,0.0,0.0,,244,2,,,,0.0,0.0,0.1323698573,0.0,0.0,0.1452322433,0.0,0.0,0.0,0.0,1.111135803,0.0,0.0,0.0,0.1594977734,0.2093873953,0.0,0.0,,,,,,,0.1195980549,0.0,0.1316624202,,2,0,2,8,1,,,,,,,,1.6,,,8.0,0.0,0.0,39.0
2020-03-05,260.0,3,1.0,,0.0,0.0,,263,3,,,,0.0,0.0,0.1323698573,0.0,0.0,0.1452322433,0.0,0.0,0.0,0.0,1.111135803,0.0,0.0,0.0,0.1594977734,0.2791831937,0.0,0.0,,,,,,,0.1195980549,0.06786277062000001,0.1316624202,,1,0,1,9,1,,,,,,,,1.6,,,9.0,0.0,0.0,18.0
2020-03-06,303.0,3,0.0,,0.0,0.0,,306,3,,,,0.0,0.0,0.1323698573,0.0,0.0,0.1452322433,0.0,0.0,0.0,0.0,1.111135803,0.0,0.0,0.0,0.3189955468,0.3489789922,0.0,0.0,,,,,,,0.1195980549,0.1357255412,0.15360615689999998,,2,0,2,11,1,,,,,,,,1.3,,,11.0,0.0,0.0,43.0
2020-03-07,340.0,4,1.0,,0.0,0.0,,344,4,,,,0.0,0.0,0.1323698573,0.0,0.0,0.1452322433,0.0,0.0,0.0,0.0,1.111135803,0.0,0.0,0.0,0.3189955468,0.3489789922,0.0,0.0,,,,,,,0.1195980549,0.1357255412,0.15360615689999998,,0,0,0,11,1,,,,,,,,1.3,,,11.0,0.0,0.0,37.0
2020-03-08,376.0,4,0.0,,0.0,0.0,,380,4,353.0,,,0.0,0.0,0.1323698573,0.0,0.0,0.1936429911,0.0,0.0,0.0,0.0,1.111135803,0.0,0.0,0.0,0.3189955468,0.3489789922,0.0,0.0,,,,,,,0.1594640731,0.1357255412,0.15360615689999998,,1,0,1,12,1,,,,,,,,2.4,,,12.0,0.0,0.0,36.0
2020-03-09,465.0,5,1.0,,0.0,0.0,,470,5,68.0,,,0.0,0.0,0.1323698573,0.0,0.0,0.2420537388,0.0,0.0,0.0,0.0,1.111135803,0.0,0.0,0.0,0.3189955468,0.3489789922,0.0,0.0,,,,,,,0.1993300914,0.1357255412,0.15360615689999998,,1,0,1,13,1,,,,,,,,3.1,,,13.0,0.0,0.0,89.0
2020-03-10,570.0,8,3.0,,0.0,0.0,,578,8,145.0,,,0.0,0.0,0.1323698573,0.0,0.0,0.3388752344,0.0,0.0,0.0,0.0,1.111135803,0.0,0.0,0.0,0.3189955468,0.3489789922,0.0,0.0,,,,,,,0.279062128,0.1357255412,0.15360615689999998,,1,1,2,14,2,,,,,,,,3.4,,,14.0,0.0,0.0,105.0
2020-03-11,798.0,13,5.0,,0.0,0.0,,811,13,225.0,,,0.0,0.0,0.1323698573,0.19144581800000002,0.2027727141,0.4841074777,0.0,0.0,0.0,0.0,1.111135803,0.23239114219999998,0.0,0.0,0.4784933202,0.5583663875,0.0,0.0,,,,,,,0.3986601829,0.2714510825,0.2633248404,,10,0,10,24,2,,,,,,,,6.1,,,24.0,0.0,0.0,228.0
2020-03-12,1079.0,17,4.0,,0.0,0.0,,1096,17,377.0,,,0.0,0.0,0.1323698573,0.19144581800000002,0.4055454282,0.629339721,0.0,0.0,0.0,0.0,1.111135803,0.23239114219999998,0.0,0.0,0.6379910936,0.6281621859000001,0.0,0.0,,,,,,,0.5182582377,0.3393138531,0.30721231379999997,,6,0,6,30,2,,,,,,,,7.9,,,30.0,0.0,0.0,281.0
2020-03-13,1399.0,24,7.0,,0.0,0.0,,1423,24,287.0,,,0.0,0.0,0.1323698573,0.19144581800000002,0.4055454282,0.7261612165000001,0.0,0.0,0.0,0.0,1.111135803,0.23239114219999998,0.0,0.19227367469999998,0.6379910936,0.6979579843000001,0.0,0.0,,,,,,,0.5979902743,0.4750393943,0.30721231379999997,,4,0,4,34,2,,,,,,,,10.1,,,34.0,0.0,0.0,320.0
2020-03-14,2270.0,39,15.0,,0.0,0.0,,2309,14,695.0,,,0.0,0.0,0.3971095718,0.7657832718,0.6083181422999999,0.9198042076,0.0,0.0,0.0,7.375719133,1.111135803,0.23239114219999998,0.0,0.19227367469999998,1.116484414,1.046936976,0.0,0.0,,,,,,,0.7574543474,0.6786277062,0.5705371540999999,,19,0,19,53,2,,,,,,,,16.1,,,53.0,0.0,0.0,871.0
2020-03-15,3079.0,50,11.0,0.0,0.0,2.0,0.0,3129,22,811.0,,,0.5074236074,0.0,0.7942191436,0.7657832718,0.6083181422999999,1.210268694,0.0,0.0,0.0,7.375719133,1.111135803,0.6971734265,0.0,0.3845473493,1.116484414,1.046936976,0.0,0.0,,,,,,,0.9966504570999999,0.7464904768,0.7021995743,,13,0,13,66,2,0.0,0.0,0.0,0.0,,,,20.6,,,66.0,2.0,2.0,809.0
2020-03-16,4778.0,74,24.0,0.0,0.0,5.0,0.0,4852,41,1157.0,,,0.5074236074,0.0,0.7942191436,0.9572290898,1.01386357,1.403911685,0.0,0.0,0.0,7.375719133,1.111135803,0.9295645687,0.0,0.576821024,1.435479961,1.465711767,0.0,0.0,,,,,,,1.15611453,1.221529871,0.8338619945,,17,0,17,83,2,0.0,0.0,0.0,0.0,,,,30.3,,,83.0,5.0,5.0,1699.0
2020-03-17,5213.0,94,20.0,0.0,0.0,2.0,4.0,5307,59,1459.0,,,0.5074236074,0.0,1.191328715,0.9572290898,4.663772423999999,1.74278692,0.4987133196,0.0,0.0,7.375719133,1.111135803,2.3239114219999997,0.0,1.345915723,1.754475508,1.535507566,0.0,0.0,,0.0,1.0,0.0,0.0,,1.435176658,1.696569265,1.470230359,,44,0,44,127,2,0.0,1.0,0.0,0.0,.,,,48.3,,,127.0,2.0,2.0,435.0
2020-03-18,6331.0,121,27.0,1.0,1.0,3.0,4.0,6452,83,2246.0,,,1.5222708219999999,0.0,1.853178002,0.9572290898,6.083181422999999,2.0332514059999998,0.9974266393000001,0.6774333406,0.0,7.375719133,1.111135803,2.3239114219999997,1.1293182309999998,3.2686524689999996,2.073471054,1.605303364,0.0,0.0,,1.0,1.0,1.0,0.0,,1.873702859,2.510922513,1.865217619,,40,1,41,167,3,1.0,0.0,1.0,0.0,.,,,72.0,,,167.0,3.0,3.0,1118.0
2020-03-19,7666.0,139,18.0,1.0,0.0,4.0,6.0,7805,98,3597.0,,,1.5222708219999999,0.3601890272,2.250287574,1.148674908,10.34140842,3.7276275780000003,0.9974266393000001,0.6774333406,0.0,7.375719133,1.111135803,2.3239114219999997,2.258636461,3.845473493,2.073471054,1.954282356,0.0,0.0,,1.0,1.0,1.0,0.0,,3.4683435910000004,2.8502363660000003,2.501585984,,73,1,74,240,4,0.0,0.0,0.0,0.0,.,,,104.4,,,240.0,4.0,4.0,1335.0
