date,Regroupement,Croisement,Nom,new_doses_1d,new_doses_2d,new_doses_3d,vac_quo_4_n,total_doses_1d,total_doses_2d,total_doses_3d,vac_cum_4_n,new_doses,total_doses,cvac_comp_tot_p,rap_cvac_comp_p,_1dose_15aout_p,cvac_comp_tot_n,rap_tot_n,_1dose_15aout_n,pop_tot_n,vac_quo_tot_m
2020-12-14,Région,RSS06,06 - Montréal,147,0,0,0,147,0,0,0,147,147,0,,0,0,0,0,2037262,
2020-12-15,Région,RSS06,06 - Montréal,375,0,0,0,522,0,0,0,375,522,0,,0,0,0,0,2037262,
2020-12-16,Région,RSS06,06 - Montréal,320,0,0,0,842,0,0,0,320,842,0,,0,0,0,0,2037262,
2020-12-17,Région,RSS06,06 - Montréal,290,0,0,0,1132,0,0,0,290,1132,0,,0,0,0,0,2037262,
2020-12-18,Région,RSS06,06 - Montréal,144,0,0,0,1276,0,0,0,144,1276,0,,0,0,0,0,2037262,
2020-12-19,Région,RSS06,06 - Montréal,82,0,0,0,1358,0,0,0,82,1358,0,,0,0,0,0,2037262,
2020-12-20,Région,RSS06,06 - Montréal,79,0,0,0,1437,0,0,0,79,1437,0,,0,0,0,0,2037262,
2020-12-21,Région,RSS06,06 - Montréal,320,0,0,0,1757,0,0,0,320,1757,0,,0,0,0,0,2037262,
2020-12-22,Région,RSS06,06 - Montréal,582,0,0,0,2339,0,0,0,582,2339,0,,0,0,0,0,2037262,
2020-12-23,Région,RSS06,06 - Montréal,490,0,0,0,2829,0,0,0,490,2829,0,,0,0,0,0,2037262,
2020-12-24,Région,RSS06,06 - Montréal,184,0,0,0,3013,0,0,0,184,3013,0,,0,0,0,0,2037262,
2020-12-25,Région,RSS06,06 - Montréal,0,0,0,0,3013,0,0,0,0,3013,0,,0,0,0,0,2037262,
2020-12-26,Région,RSS06,06 - Montréal,221,0,0,0,3234,0,0,0,221,3234,0,,0,0,0,0,2037262,
2020-12-27,Région,RSS06,06 - Montréal,202,0,0,0,3436,0,0,0,202,3436,0,,0,0,0,0,2037262,
2020-12-28,Région,RSS06,06 - Montréal,599,0,0,0,4035,0,0,0,599,4035,0,,0,0,0,0,2037262,
2020-12-29,Région,RSS06,06 - Montréal,566,0,0,0,4601,0,0,0,566,4601,0,,0,0,0,0,2037262,
2020-12-30,Région,RSS06,06 - Montréal,587,0,0,0,5188,0,0,0,587,5188,0,,0,0,0,0,2037262,
2020-12-31,Région,RSS06,06 - Montréal,31,0,0,0,5219,0,0,0,31,5219,0,,0,0,0,0,2037262,
2021-01-01,Région,RSS06,06 - Montréal,5,0,0,0,5224,0,0,0,5,5224,0,,0,0,0,0,2037262,
2021-01-02,Région,RSS06,06 - Montréal,13,0,0,0,5237,0,0,0,13,5237,0.0000490855,,0,1,0,0,2037262,
2021-01-03,Région,RSS06,06 - Montréal,15,0,0,0,5252,0,0,0,15,5252,0.0000490855,,0,1,0,0,2037262,
