date,Regroupement,Croisement,Nom,new_doses,total_doses,cv_xbb_tot_n,pop_tot_n,cv_xbb_tot_p,vac_quo_tot_m
2020-12-14,Région,RSS06,06 - Montréal,148,148,,,,
2020-12-15,Région,RSS06,06 - Montréal,371,519,,,,
2020-12-16,Région,RSS06,06 - Montréal,318,837,,,,
2020-12-17,Région,RSS06,06 - Montréal,288,1125,,,,
2020-12-18,Région,RSS06,06 - Montréal,145,1270,,,,
2020-12-19,Région,RSS06,06 - Montréal,82,1352,,,,
2020-12-20,Région,RSS06,06 - Montréal,81,1433,,,,
2020-12-21,Région,RSS06,06 - Montréal,315,1748,,,,
2020-12-22,Région,RSS06,06 - Montréal,577,2325,,,,
2020-12-23,Région,RSS06,06 - Montréal,487,2812,,,,
2020-12-24,Région,RSS06,06 - Montréal,182,2994,,,,
2020-12-25,Région,RSS06,06 - Montréal,0,2994,,,,
2020-12-26,Région,RSS06,06 - Montréal,216,3210,,,,
2020-12-27,Région,RSS06,06 - Montréal,201,3411,,,,
2020-12-28,Région,RSS06,06 - Montréal,582,3993,,,,
2020-12-29,Région,RSS06,06 - Montréal,553,4546,,,,
2020-12-30,Région,RSS06,06 - Montréal,578,5124,,,,
2020-12-31,Région,RSS06,06 - Montréal,32,5156,,,,
2021-01-01,Région,RSS06,06 - Montréal,4,5160,,,,
2021-01-02,Région,RSS06,06 - Montréal,14,5174,,,,
2021-01-03,Région,RSS06,06 - Montréal,16,5190,,,,
2021-01-04,Région,RSS06,06 - Montréal,562,5752,,,,
2021-01-05,Région,RSS06,06 - Montréal,1897,7649,,,,
2021-01-06,Région,RSS06,06 - Montréal,2737,10386,,,,
2021-01-07,Région,RSS06,06 - Montréal,4101,14487,,,,
2021-01-08,Région,RSS06,06 - Montréal,3778,18265,,,,
2021-01-09,Région,RSS06,06 - Montréal,2023,20288,,,,
2021-01-10,Région,RSS06,06 - Montréal,1400,21688,,,,
2021-01-11,Région,RSS06,06 - Montréal,1609,23297,,,,
2021-01-12,Région,RSS06,06 - Montréal,1077,24374,,,,
2021-01-13,Région,RSS06,06 - Montréal,1264,25638,,,,
2021-01-14,Région,RSS06,06 - Montréal,1870,27508,,,,
2021-01-15,Région,RSS06,06 - Montréal,1758,29266,,,,
2021-01-16,Région,RSS06,06 - Montréal,1148,30414,,,,
2021-01-17,Région,RSS06,06 - Montréal,963,31377,,,,
2021-01-18,Région,RSS06,06 - Montréal,1100,32477,,,,
2021-01-19,Région,RSS06,06 - Montréal,1286,33763,,,,
2021-01-20,Région,RSS06,06 - Montréal,1567,35330,,,,
2021-01-21,Région,RSS06,06 - Montréal,1953,37283,,,,
2021-01-22,Région,RSS06,06 - Montréal,2203,39486,,,,
2021-01-23,Région,RSS06,06 - Montréal,1264,40750,,,,
2021-01-24,Région,RSS06,06 - Montréal,382,41132,,,,
2021-01-25,Région,RSS06,06 - Montréal,634,41766,,,,
2021-01-26,Région,RSS06,06 - Montréal,785,42551,,,,
2021-01-27,Région,RSS06,06 - Montréal,709,43260,,,,
2021-01-28,Région,RSS06,06 - Montréal,871,44131,,,,
2021-01-29,Région,RSS06,06 - Montréal,216,44347,,,,
2021-01-30,Région,RSS06,06 - Montréal,58,44405,,,,
2021-01-31,Région,RSS06,06 - Montréal,13,44418,,,,
2021-02-01,Région,RSS06,06 - Montréal,33,44451,,,,
2021-02-02,Région,RSS06,06 - Montréal,116,44567,,,,
2021-02-03,Région,RSS06,06 - Montréal,2224,46791,,,,
2021-02-04,Région,RSS06,06 - Montréal,3395,50186,,,,
2021-02-05,Région,RSS06,06 - Montréal,3441,53627,,,,
2021-02-06,Région,RSS06,06 - Montréal,1489,55116,,,,
2021-02-07,Région,RSS06,06 - Montréal,462,55578,,,,
2021-02-08,Région,RSS06,06 - Montréal,1147,56725,,,,
2021-02-09,Région,RSS06,06 - Montréal,544,57269,,,,
2021-02-10,Région,RSS06,06 - Montréal,1174,58443,,,,
2021-02-11,Région,RSS06,06 - Montréal,1800,60243,,,,
2021-02-12,Région,RSS06,06 - Montréal,1845,62088,,,,
2021-02-13,Région,RSS06,06 - Montréal,83,62171,,,,
2021-02-14,Région,RSS06,06 - Montréal,61,62232,,,,
2021-02-15,Région,RSS06,06 - Montréal,847,63079,,,,
2021-02-16,Région,RSS06,06 - Montréal,183,63262,,,,
2021-02-17,Région,RSS06,06 - Montréal,422,63684,,,,
2021-02-18,Région,RSS06,06 - Montréal,2420,66104,,,,
2021-02-19,Région,RSS06,06 - Montréal,3870,69974,,,,
2021-02-20,Région,RSS06,06 - Montréal,2524,72498,,,,
2021-02-21,Région,RSS06,06 - Montréal,1937,74435,,,,
2021-02-22,Région,RSS06,06 - Montréal,2187,76622,,,,
2021-02-23,Région,RSS06,06 - Montréal,1613,78235,,,,
2021-02-24,Région,RSS06,06 - Montréal,1914,80149,,,,
2021-02-25,Région,RSS06,06 - Montréal,3616,83765,,,,
2021-02-26,Région,RSS06,06 - Montréal,4629,88394,,,,
2021-02-27,Région,RSS06,06 - Montréal,3482,91876,,,,
2021-02-28,Région,RSS06,06 - Montréal,2274,94150,,,,
2021-03-01,Région,RSS06,06 - Montréal,10876,105026,,,,
2021-03-02,Région,RSS06,06 - Montréal,10766,115792,,,,
2021-03-03,Région,RSS06,06 - Montréal,10891,126683,,,,
2021-03-04,Région,RSS06,06 - Montréal,11273,137956,,,,
2021-03-05,Région,RSS06,06 - Montréal,10560,148516,,,,
2021-03-06,Région,RSS06,06 - Montréal,8958,157474,,,,
2021-03-07,Région,RSS06,06 - Montréal,8632,166106,,,,
2021-03-08,Région,RSS06,06 - Montréal,9924,176030,,,,
2021-03-09,Région,RSS06,06 - Montréal,10539,186569,,,,
2021-03-10,Région,RSS06,06 - Montréal,8991,195560,,,,
2021-03-11,Région,RSS06,06 - Montréal,9751,205311,,,,
2021-03-12,Région,RSS06,06 - Montréal,10807,216118,,,,
2021-03-13,Région,RSS06,06 - Montréal,9562,225680,,,,
2021-03-14,Région,RSS06,06 - Montréal,9468,235148,,,,
2021-03-15,Région,RSS06,06 - Montréal,9686,244834,,,,
2021-03-16,Région,RSS06,06 - Montréal,9497,254331,,,,
2021-03-17,Région,RSS06,06 - Montréal,7198,261529,,,,
2021-03-18,Région,RSS06,06 - Montréal,6819,268348,,,,
2021-03-19,Région,RSS06,06 - Montréal,6527,274875,,,,
2021-03-20,Région,RSS06,06 - Montréal,4481,279356,,,,
2021-03-21,Région,RSS06,06 - Montréal,4065,283421,,,,
2021-03-22,Région,RSS06,06 - Montréal,11323,294744,,,,
2021-03-23,Région,RSS06,06 - Montréal,14076,308820,,,,
2021-03-24,Région,RSS06,06 - Montréal,14675,323495,,,,
2021-03-25,Région,RSS06,06 - Montréal,13780,337275,,,,
2021-03-26,Région,RSS06,06 - Montréal,12639,349914,,,,
2021-03-27,Région,RSS06,06 - Montréal,9875,359789,,,,
2021-03-28,Région,RSS06,06 - Montréal,8734,368523,,,,
2021-03-29,Région,RSS06,06 - Montréal,10726,379249,,,,
2021-03-30,Région,RSS06,06 - Montréal,11116,390365,,,,
2021-03-31,Région,RSS06,06 - Montréal,10596,400961,,,,
2021-04-01,Région,RSS06,06 - Montréal,9023,409984,,,,
2021-04-02,Région,RSS06,06 - Montréal,7034,417018,,,,
2021-04-03,Région,RSS06,06 - Montréal,5259,422277,,,,
2021-04-04,Région,RSS06,06 - Montréal,3369,425646,,,,
2021-04-05,Région,RSS06,06 - Montréal,3875,429521,,,,
2021-04-06,Région,RSS06,06 - Montréal,4159,433680,,,,
2021-04-07,Région,RSS06,06 - Montréal,6057,439737,,,,
2021-04-08,Région,RSS06,06 - Montréal,10564,450301,,,,
2021-04-09,Région,RSS06,06 - Montréal,11495,461796,,,,
2021-04-10,Région,RSS06,06 - Montréal,6922,468718,,,,
2021-04-11,Région,RSS06,06 - Montréal,6121,474839,,,,
2021-04-12,Région,RSS06,06 - Montréal,10262,485101,,,,
2021-04-13,Région,RSS06,06 - Montréal,11655,496756,,,,
2021-04-14,Région,RSS06,06 - Montréal,11401,508157,,,,
