date,Age_0_11_ans_DOSE_Numero1_cumu,Age_12_17_ans_DOSE_Numero1_cumu,Age_18_24_ans_DOSE_Numero1_cumu,Age_25_29_ans_DOSE_Numero1_cumu,Age_30_34_ans_DOSE_Numero1_cumu,Age_35_39_ans_DOSE_Numero1_cumu,Age_40_44_ans_DOSE_Numero1_cumu,Age_45_49_ans_DOSE_Numero1_cumu,Age_50_54_ans_DOSE_Numero1_cumu,Age_55_59_ans_DOSE_Numero1_cumu,Age_60_64_ans_DOSE_Numero1_cumu,Age_65_69_ans_DOSE_Numero1_cumu,Age_70_74_ans_DOSE_Numero1_cumu,Age_75_79_ans_DOSE_Numero1_cumu,Age_80_84_ans_DOSE_Numero1_cumu,Age_85_110_ans_DOSE_Numero1_cumu,Age_0_110_ans_DOSE_Numero1_cumu,Age_0_11_ans_DOSE_Numero1_jour,Age_12_17_ans_DOSE_Numero1_jour,Age_18_24_ans_DOSE_Numero1_jour,Age_25_29_ans_DOSE_Numero1_jour,Age_30_34_ans_DOSE_Numero1_jour,Age_35_39_ans_DOSE_Numero1_jour,Age_40_44_ans_DOSE_Numero1_jour,Age_45_49_ans_DOSE_Numero1_jour,Age_50_54_ans_DOSE_Numero1_jour,Age_55_59_ans_DOSE_Numero1_jour,Age_60_64_ans_DOSE_Numero1_jour,Age_65_69_ans_DOSE_Numero1_jour,Age_70_74_ans_DOSE_Numero1_jour,Age_75_79_ans_DOSE_Numero1_jour,Age_80_84_ans_DOSE_Numero1_jour,Age_85_110_ans_DOSE_Numero1_jour,Age_0_110_ans_DOSE_Numero1_jour,Age_0_11_ans_DOSE_Numero2_cumu,Age_12_17_ans_DOSE_Numero2_cumu,Age_18_24_ans_DOSE_Numero2_cumu,Age_25_29_ans_DOSE_Numero2_cumu,Age_30_34_ans_DOSE_Numero2_cumu,Age_35_39_ans_DOSE_Numero2_cumu,Age_40_44_ans_DOSE_Numero2_cumu,Age_45_49_ans_DOSE_Numero2_cumu,Age_50_54_ans_DOSE_Numero2_cumu,Age_55_59_ans_DOSE_Numero2_cumu,Age_60_64_ans_DOSE_Numero2_cumu,Age_65_69_ans_DOSE_Numero2_cumu,Age_70_74_ans_DOSE_Numero2_cumu,Age_75_79_ans_DOSE_Numero2_cumu,Age_80_84_ans_DOSE_Numero2_cumu,Age_85_110_ans_DOSE_Numero2_cumu,Age_0_110_ans_DOSE_Numero2_cumu,Age_0_11_ans_DOSE_Numero2_jour,Age_12_17_ans_DOSE_Numero2_jour,Age_18_24_ans_DOSE_Numero2_jour,Age_25_29_ans_DOSE_Numero2_jour,Age_30_34_ans_DOSE_Numero2_jour,Age_35_39_ans_DOSE_Numero2_jour,Age_40_44_ans_DOSE_Numero2_jour,Age_45_49_ans_DOSE_Numero2_jour,Age_50_54_ans_DOSE_Numero2_jour,Age_55_59_ans_DOSE_Numero2_jour,Age_60_64_ans_DOSE_Numero2_jour,Age_65_69_ans_DOSE_Numero2_jour,Age_70_74_ans_DOSE_Numero2_jour,Age_75_79_ans_DOSE_Numero2_jour,Age_80_84_ans_DOSE_Numero2_jour,Age_85_110_ans_DOSE_Numero2_jour,Age_0_110_ans_DOSE_Numero2_jour,Age_0_11_ans_DOSES_Total_cumu,Age_12_17_ans_DOSES_Total_cumu,Age_18_24_ans_DOSES_Total_cumu,Age_25_29_ans_DOSES_Total_cumu,Age_30_34_ans_DOSES_Total_cumu,Age_35_39_ans_DOSES_Total_cumu,Age_40_44_ans_DOSES_Total_cumu,Age_45_49_ans_DOSES_Total_cumu,Age_50_54_ans_DOSES_Total_cumu,Age_55_59_ans_DOSES_Total_cumu,Age_60_64_ans_DOSES_Total_cumu,Age_65_69_ans_DOSES_Total_cumu,Age_70_74_ans_DOSES_Total_cumu,Age_75_79_ans_DOSES_Total_cumu,Age_80_84_ans_DOSES_Total_cumu,Age_85_110_ans_DOSES_Total_cumu,Age_0_110_ans_DOSES_Total_cumu,Age_0_11_ans_DOSES_Total_jour,Age_12_17_ans_DOSES_Total_jour,Age_18_24_ans_DOSES_Total_jour,Age_25_29_ans_DOSES_Total_jour,Age_30_34_ans_DOSES_Total_jour,Age_35_39_ans_DOSES_Total_jour,Age_40_44_ans_DOSES_Total_jour,Age_45_49_ans_DOSES_Total_jour,Age_50_54_ans_DOSES_Total_jour,Age_55_59_ans_DOSES_Total_jour,Age_60_64_ans_DOSES_Total_jour,Age_65_69_ans_DOSES_Total_jour,Age_70_74_ans_DOSES_Total_jour,Age_75_79_ans_DOSES_Total_jour,Age_80_84_ans_DOSES_Total_jour,Age_85_110_ans_DOSES_Total_jour,Age_0_110_ans_DOSES_Total_jour
2020-12-14,1,0,4,5,5,6,14,9,10,12,11,14,10,25,35,133,294,1,0,4,5,5,6,14,9,10,12,11,14,10,25,35,133,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,5,6,14,9,10,12,11,14,10,25,35,133,294,1,0,4,5,5,6,14,9,10,12,11,14,10,25,35,133,294
2020-12-15,1,2,55,71,103,112,127,134,158,167,91,51,29,49,64,263,1477,0,2,51,66,98,106,113,125,148,155,80,37,19,24,29,130,1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,55,71,103,112,127,134,158,167,91,51,29,49,64,263,1477,0,2,51,66,98,106,113,125,148,155,80,37,19,24,29,130,1183
2020-12-16,1,5,121,155,192,217,255,261,291,307,161,69,35,52,64,264,2450,0,3,66,84,89,105,128,127,133,140,70,18,6,3,0,1,973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,121,155,192,217,255,261,291,307,161,69,35,52,64,264,2450,0,3,66,84,89,105,128,127,133,140,70,18,6,3,0,1,973
2020-12-17,1,5,197,228,306,329,374,361,430,414,224,88,43,53,64,269,3386,0,0,76,73,114,112,119,100,139,107,63,19,8,1,0,5,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,197,228,306,329,374,361,430,414,224,88,43,53,64,269,3386,0,0,76,73,114,112,119,100,139,107,63,19,8,1,0,5,936
2020-12-18,1,5,245,297,374,415,492,455,542,515,266,102,48,53,66,270,4146,0,0,48,69,68,86,118,94,112,101,42,14,5,0,2,1,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,245,297,374,415,492,455,542,515,266,102,48,53,66,270,4146,0,0,48,69,68,86,118,94,112,101,42,14,5,0,2,1,760
2020-12-19,1,7,293,371,450,499,579,547,631,610,325,113,58,54,67,270,4875,0,2,48,74,76,84,87,92,89,95,59,11,10,1,1,0,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,293,371,450,499,579,547,631,610,325,113,58,54,67,270,4875,0,2,48,74,76,84,87,92,89,95,59,11,10,1,1,0,729
2020-12-20,1,7,297,387,465,510,596,561,650,625,333,118,59,54,68,270,5001,0,0,4,16,15,11,17,14,19,15,8,5,1,0,1,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,297,387,465,510,596,561,650,625,333,118,59,54,68,270,5001,0,0,4,16,15,11,17,14,19,15,8,5,1,0,1,0,126
2020-12-21,1,7,327,425,496,561,643,599,687,678,364,139,81,84,102,349,5543,0,0,30,38,31,51,47,38,37,53,31,21,22,30,34,79,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,327,425,496,561,643,599,687,678,364,139,81,84,102,349,5543,0,0,30,38,31,51,47,38,37,53,31,21,22,30,34,79,542
2020-12-22,1,14,406,517,580,685,792,764,875,875,495,220,172,204,237,784,7621,0,7,79,92,84,124,149,165,188,197,131,81,91,120,135,435,2078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,406,517,580,685,792,764,875,875,495,220,172,204,237,784,7621,0,7,79,92,84,124,149,165,188,197,131,81,91,120,135,435,2078
2020-12-23,1,31,683,774,835,1069,1208,1193,1366,1320,724,318,258,283,320,1061,11444,0,17,277,257,255,384,416,429,491,445,229,98,86,79,83,277,3823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,683,774,835,1069,1208,1193,1366,1320,724,318,258,283,320,1061,11444,0,17,277,257,255,384,416,429,491,445,229,98,86,79,83,277,3823
