date,Age_0_11_ans_DOSE_Numero1_cumu,Age_12_17_ans_DOSE_Numero1_cumu,Age_18_24_ans_DOSE_Numero1_cumu,Age_25_29_ans_DOSE_Numero1_cumu,Age_30_34_ans_DOSE_Numero1_cumu,Age_35_39_ans_DOSE_Numero1_cumu,Age_40_44_ans_DOSE_Numero1_cumu,Age_45_49_ans_DOSE_Numero1_cumu,Age_50_54_ans_DOSE_Numero1_cumu,Age_55_59_ans_DOSE_Numero1_cumu,Age_60_64_ans_DOSE_Numero1_cumu,Age_65_69_ans_DOSE_Numero1_cumu,Age_70_74_ans_DOSE_Numero1_cumu,Age_75_79_ans_DOSE_Numero1_cumu,Age_80_84_ans_DOSE_Numero1_cumu,Age_85_110_ans_DOSE_Numero1_cumu,Age_0_110_ans_DOSE_Numero1_cumu,Age_0_11_ans_DOSE_Numero1_jour,Age_12_17_ans_DOSE_Numero1_jour,Age_18_24_ans_DOSE_Numero1_jour,Age_25_29_ans_DOSE_Numero1_jour,Age_30_34_ans_DOSE_Numero1_jour,Age_35_39_ans_DOSE_Numero1_jour,Age_40_44_ans_DOSE_Numero1_jour,Age_45_49_ans_DOSE_Numero1_jour,Age_50_54_ans_DOSE_Numero1_jour,Age_55_59_ans_DOSE_Numero1_jour,Age_60_64_ans_DOSE_Numero1_jour,Age_65_69_ans_DOSE_Numero1_jour,Age_70_74_ans_DOSE_Numero1_jour,Age_75_79_ans_DOSE_Numero1_jour,Age_80_84_ans_DOSE_Numero1_jour,Age_85_110_ans_DOSE_Numero1_jour,Age_0_110_ans_DOSE_Numero1_jour,Age_0_11_ans_DOSE_Numero2_cumu,Age_12_17_ans_DOSE_Numero2_cumu,Age_18_24_ans_DOSE_Numero2_cumu,Age_25_29_ans_DOSE_Numero2_cumu,Age_30_34_ans_DOSE_Numero2_cumu,Age_35_39_ans_DOSE_Numero2_cumu,Age_40_44_ans_DOSE_Numero2_cumu,Age_45_49_ans_DOSE_Numero2_cumu,Age_50_54_ans_DOSE_Numero2_cumu,Age_55_59_ans_DOSE_Numero2_cumu,Age_60_64_ans_DOSE_Numero2_cumu,Age_65_69_ans_DOSE_Numero2_cumu,Age_70_74_ans_DOSE_Numero2_cumu,Age_75_79_ans_DOSE_Numero2_cumu,Age_80_84_ans_DOSE_Numero2_cumu,Age_85_110_ans_DOSE_Numero2_cumu,Age_0_110_ans_DOSE_Numero2_cumu,Age_0_11_ans_DOSE_Numero2_jour,Age_12_17_ans_DOSE_Numero2_jour,Age_18_24_ans_DOSE_Numero2_jour,Age_25_29_ans_DOSE_Numero2_jour,Age_30_34_ans_DOSE_Numero2_jour,Age_35_39_ans_DOSE_Numero2_jour,Age_40_44_ans_DOSE_Numero2_jour,Age_45_49_ans_DOSE_Numero2_jour,Age_50_54_ans_DOSE_Numero2_jour,Age_55_59_ans_DOSE_Numero2_jour,Age_60_64_ans_DOSE_Numero2_jour,Age_65_69_ans_DOSE_Numero2_jour,Age_70_74_ans_DOSE_Numero2_jour,Age_75_79_ans_DOSE_Numero2_jour,Age_80_84_ans_DOSE_Numero2_jour,Age_85_110_ans_DOSE_Numero2_jour,Age_0_110_ans_DOSE_Numero2_jour,Age_0_11_ans_DOSES_Total_cumu,Age_12_17_ans_DOSES_Total_cumu,Age_18_24_ans_DOSES_Total_cumu,Age_25_29_ans_DOSES_Total_cumu,Age_30_34_ans_DOSES_Total_cumu,Age_35_39_ans_DOSES_Total_cumu,Age_40_44_ans_DOSES_Total_cumu,Age_45_49_ans_DOSES_Total_cumu,Age_50_54_ans_DOSES_Total_cumu,Age_55_59_ans_DOSES_Total_cumu,Age_60_64_ans_DOSES_Total_cumu,Age_65_69_ans_DOSES_Total_cumu,Age_70_74_ans_DOSES_Total_cumu,Age_75_79_ans_DOSES_Total_cumu,Age_80_84_ans_DOSES_Total_cumu,Age_85_110_ans_DOSES_Total_cumu,Age_0_110_ans_DOSES_Total_cumu,Age_0_11_ans_DOSES_Total_jour,Age_12_17_ans_DOSES_Total_jour,Age_18_24_ans_DOSES_Total_jour,Age_25_29_ans_DOSES_Total_jour,Age_30_34_ans_DOSES_Total_jour,Age_35_39_ans_DOSES_Total_jour,Age_40_44_ans_DOSES_Total_jour,Age_45_49_ans_DOSES_Total_jour,Age_50_54_ans_DOSES_Total_jour,Age_55_59_ans_DOSES_Total_jour,Age_60_64_ans_DOSES_Total_jour,Age_65_69_ans_DOSES_Total_jour,Age_70_74_ans_DOSES_Total_jour,Age_75_79_ans_DOSES_Total_jour,Age_80_84_ans_DOSES_Total_jour,Age_85_110_ans_DOSES_Total_jour,Age_0_110_ans_DOSES_Total_jour
2020-12-14,1,0,4,5,4,6,14,8,10,12,11,14,10,25,35,133,292,1,0,4,5,4,6,14,8,10,12,11,14,10,25,35,133,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,4,6,14,8,10,12,11,14,10,25,35,133,292,1,0,4,5,4,6,14,8,10,12,11,14,10,25,35,133,292
2020-12-15,1,2,55,71,100,113,126,131,155,165,90,52,29,49,64,263,1466,0,2,51,66,96,107,112,123,145,153,79,38,19,24,29,130,1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,55,71,100,113,126,131,155,165,90,52,29,49,64,263,1466,0,2,51,66,96,107,112,123,145,153,79,38,19,24,29,130,1174
2020-12-16,1,4,121,153,187,217,249,258,284,300,160,69,35,52,64,264,2418,0,2,66,82,87,104,123,127,129,135,70,17,6,3,0,1,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,121,153,187,217,249,258,284,300,160,69,35,52,64,264,2418,0,2,66,82,87,104,123,127,129,135,70,17,6,3,0,1,952
2020-12-17,1,4,191,223,296,327,365,355,422,405,221,87,42,53,64,269,3325,0,0,70,70,109,110,116,97,138,105,61,18,7,1,0,5,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,191,223,296,327,365,355,422,405,221,87,42,53,64,269,3325,0,0,70,70,109,110,116,97,138,105,61,18,7,1,0,5,907
2020-12-18,1,4,237,290,357,409,479,447,530,504,261,99,47,53,66,270,4054,0,0,46,67,61,82,114,92,108,99,40,12,5,0,2,1,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,237,290,357,409,479,447,530,504,261,99,47,53,66,270,4054,0,0,46,67,61,82,114,92,108,99,40,12,5,0,2,1,729
2020-12-19,1,6,283,362,430,493,567,537,618,599,320,110,57,54,67,270,4774,0,2,46,72,73,84,88,90,88,95,59,11,10,1,1,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,283,362,430,493,567,537,618,599,320,110,57,54,67,270,4774,0,2,46,72,73,84,88,90,88,95,59,11,10,1,1,0,720
2020-12-20,1,6,286,378,446,503,583,550,633,612,328,115,58,54,68,270,4891,0,0,3,16,16,10,16,13,15,13,8,5,1,0,1,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,286,378,446,503,583,550,633,612,328,115,58,54,68,270,4891,0,0,3,16,16,10,16,13,15,13,8,5,1,0,1,0,117
2020-12-21,1,6,313,414,474,546,624,583,669,660,359,136,78,84,102,349,5398,0,0,27,36,28,43,41,33,36,48,31,21,20,30,34,79,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,313,414,474,546,624,583,669,660,359,136,78,84,102,349,5398,0,0,27,36,28,43,41,33,36,48,31,21,20,30,34,79,507
2020-12-22,1,13,386,504,554,663,769,739,850,852,489,216,167,203,238,784,7428,0,7,73,90,80,117,145,156,181,192,130,80,89,119,136,435,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,386,504,554,663,769,739,850,852,489,216,167,203,238,784,7428,0,7,73,90,80,117,145,156,181,192,130,80,89,119,136,435,2030
2020-12-23,1,30,661,756,805,1040,1184,1161,1333,1289,710,310,251,281,321,1061,11194,0,17,275,252,251,377,415,422,483,437,221,94,84,78,83,277,3766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,661,756,805,1040,1184,1161,1333,1289,710,310,251,281,321,1061,11194,0,17,275,252,251,377,415,422,483,437,221,94,84,78,83,277,3766
2020-12-24,1,49,898,977,1036,1333,1486,1472,1684,1691,904,380,308,337,381,1280,14217,0,19,237,221,231,293,302,311,351,402,194,70,57,56,60,219,3023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,898,977,1036,1333,1486,1472,1684,1691,904,380,308,337,381,1280,14217,0,19,237,221,231,293,302,311,351,402,194,70,57,56,60,219,3023
2020-12-25,1,49,898,977,1036,1333,1486,1472,1684,1691,904,380,308,338,381,1280,14218,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,898,977,1036,1333,1486,1472,1684,1691,904,380,308,338,381,1280,14218,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
